avhengig_var,kjønn,utdanning,alder,inntekt
40,kvinne,grunnskole,59,750
47,kvinne,videregående,30,322
42,kvinne,grunnskole,67,463
42,mann,høyere,28,768
39,kvinne,videregående,46,371
36,kvinne,høyere,27,394
39,kvinne,videregående,71,185
40,mann,høyere,38,776
42,mann,grunnskole,30,616
38,mann,videregående,45,336
49,mann,videregående,39,1101
57,mann,høyere,67,1081
44,mann,høyere,41,589
42,kvinne,høyere,20,347
54,mann,videregående,68,579
51,mann,høyere,36,956
42,mann,grunnskole,56,1068
34,kvinne,grunnskole,20,928
34,mann,grunnskole,32,885
49,mann,videregående,87,731
52,kvinne,høyere,57,859
49,kvinne,høyere,50,1423
50,kvinne,videregående,48,2011
34,mann,videregående,54,511
40,kvinne,videregående,48,953
46,kvinne,grunnskole,71,811
50,mann,høyere,24,813
46,kvinne,høyere,86,325
48,mann,høyere,37,593
50,mann,høyere,43,1197
36,mann,grunnskole,58,958
45,mann,videregående,60,873
36,kvinne,videregående,45,251
39,mann,grunnskole,74,817
35,kvinne,videregående,19,616
37,kvinne,videregående,57,385
40,mann,videregående,22,1180
49,mann,høyere,74,1084
41,mann,videregående,27,1363
46,mann,videregående,37,417
40,mann,videregående,47,1021
41,mann,høyere,62,1691
36,kvinne,høyere,53,522
46,mann,høyere,89,473
47,mann,høyere,73,379
54,kvinne,høyere,48,1162
51,mann,høyere,43,641
33,mann,høyere,36,247
41,mann,høyere,49,551
46,mann,videregående,88,174
44,mann,høyere,29,2316
46,mann,videregående,56,2211
47,mann,videregående,43,1378
45,kvinne,videregående,41,1136
39,kvinne,videregående,61,1024
43,mann,høyere,51,158
39,kvinne,høyere,41,204
35,kvinne,grunnskole,60,596
43,kvinne,høyere,50,821
41,kvinne,videregående,46,622
41,mann,videregående,32,93
37,kvinne,høyere,24,1180
52,mann,høyere,24,706
45,kvinne,høyere,89,784
47,kvinne,høyere,62,283
38,kvinne,grunnskole,27,681
38,mann,høyere,34,135
38,kvinne,videregående,47,201
40,mann,videregående,47,1064
47,mann,videregående,49,414
51,kvinne,høyere,53,787
47,kvinne,grunnskole,79,967
44,mann,videregående,59,832
38,kvinne,grunnskole,32,911
46,kvinne,videregående,36,1412
54,kvinne,videregående,38,2098
47,mann,grunnskole,46,666
49,kvinne,videregående,48,649
40,kvinne,videregående,34,363
40,kvinne,grunnskole,43,207
47,mann,videregående,54,1283
42,mann,grunnskole,56,399
46,mann,videregående,26,1322
40,kvinne,høyere,61,979
43,kvinne,grunnskole,81,921
37,kvinne,høyere,46,2908
41,mann,høyere,56,610
50,mann,grunnskole,72,715
39,kvinne,videregående,22,528
47,kvinne,høyere,77,565
49,kvinne,høyere,58,488
43,kvinne,videregående,54,1811
35,kvinne,høyere,45,555
39,mann,videregående,34,691
40,mann,videregående,32,302
53,mann,høyere,34,205
40,mann,grunnskole,46,362
39,mann,høyere,21,932
47,mann,videregående,45,525
46,mann,videregående,48,2129
48,mann,høyere,47,883
38,mann,høyere,49,163
45,mann,høyere,48,851
44,mann,grunnskole,37,662
46,kvinne,videregående,60,366
42,kvinne,høyere,57,752
46,mann,grunnskole,60,757
40,kvinne,grunnskole,51,1913
38,kvinne,grunnskole,31,459
47,mann,videregående,37,2327
51,mann,høyere,72,329
