avhengig_var,kjønn,utdanning,alder,inntekt
17,kvinne,grunnskole,59,750
51,kvinne,videregående,30,322
25,kvinne,grunnskole,67,463
37,mann,høyere,28,768
23,kvinne,videregående,46,371
18,kvinne,høyere,27,394
20,kvinne,videregående,71,185
26,mann,høyere,38,776
38,mann,grunnskole,30,616
25,mann,videregående,45,336
52,mann,videregående,39,1101
68,mann,høyere,67,1081
41,mann,høyere,41,589
36,kvinne,høyere,20,347
64,mann,videregående,68,579
59,mann,høyere,36,956
27,mann,grunnskole,56,1068
8,kvinne,grunnskole,20,928
13,mann,grunnskole,32,885
42,mann,videregående,87,731
50,kvinne,høyere,57,859
41,kvinne,høyere,50,1423
42,kvinne,videregående,48,2011
9,mann,videregående,54,511
17,kvinne,videregående,48,953
33,kvinne,grunnskole,71,811
60,mann,høyere,24,813
32,kvinne,høyere,86,325
53,mann,høyere,37,593
52,mann,høyere,43,1197
9,mann,grunnskole,58,958
36,mann,videregående,60,873
16,kvinne,videregående,45,251
16,mann,grunnskole,74,817
13,kvinne,videregående,19,616
14,kvinne,videregående,57,385
28,mann,videregående,22,1180
41,mann,høyere,74,1084
29,mann,videregående,27,1363
49,mann,videregående,37,417
22,mann,videregående,47,1021
20,mann,høyere,62,1691
9,kvinne,høyere,53,522
33,mann,høyere,89,473
43,mann,høyere,73,379
58,kvinne,høyere,48,1162
59,mann,høyere,43,641
12,mann,høyere,36,247
28,mann,høyere,49,551
42,mann,videregående,88,174
33,mann,høyere,29,2316
34,mann,videregående,56,2211
43,mann,videregående,43,1378
33,kvinne,videregående,41,1136
12,kvinne,videregående,61,1024
43,mann,høyere,51,158
27,kvinne,høyere,41,204
5,kvinne,grunnskole,60,596
25,kvinne,høyere,50,821
25,kvinne,videregående,46,622
46,mann,videregående,32,93
11,kvinne,høyere,24,1180
66,mann,høyere,24,706
22,kvinne,høyere,89,784
43,kvinne,høyere,62,283
21,kvinne,grunnskole,27,681
32,mann,høyere,34,135
24,kvinne,videregående,47,201
24,mann,videregående,47,1064
48,mann,videregående,49,414
50,kvinne,høyere,53,787
30,kvinne,grunnskole,79,967
34,mann,videregående,59,832
16,kvinne,grunnskole,32,911
37,kvinne,videregående,36,1412
56,kvinne,videregående,38,2098
49,mann,grunnskole,46,666
46,kvinne,videregående,48,649
28,kvinne,videregående,34,363
30,kvinne,grunnskole,43,207
42,mann,videregående,54,1283
35,mann,grunnskole,56,399
44,mann,videregående,26,1322
13,kvinne,høyere,61,979
21,kvinne,grunnskole,81,921
1,kvinne,høyere,46,2908
27,mann,høyere,56,610
51,mann,grunnskole,72,715
26,kvinne,videregående,22,528
35,kvinne,høyere,77,565
45,kvinne,høyere,58,488
22,kvinne,videregående,54,1811
7,kvinne,høyere,45,555
26,mann,videregående,34,691
36,mann,videregående,32,302
75,mann,høyere,34,205
30,mann,grunnskole,46,362
28,mann,høyere,21,932
50,mann,videregående,45,525
37,mann,videregående,48,2129
48,mann,høyere,47,883
28,mann,høyere,49,163
38,mann,høyere,48,851
43,mann,grunnskole,37,662
41,kvinne,videregående,60,366
22,kvinne,høyere,57,752
42,mann,grunnskole,60,757
14,kvinne,grunnskole,51,1913
23,kvinne,grunnskole,31,459
42,mann,videregående,37,2327
57,mann,høyere,72,329
